Date,DL_length,player_id,dt_date
20050113,15,wolfr001,2005-01-13
20050131,15,bondb001,2005-01-31
20050201,15,sulls001,2005-02-01
20050221,60,stanj002,2005-02-21
20050303,60,blact001,2005-03-03
20050314,60,beltf001,2005-03-14
20050315,60,vinaf001,2005-03-15
20050316,15,vargc001,2005-03-16
20050316,15,mateh001,2005-03-16
20050320,15,geruj001,2005-03-20
20050324,15,escoa002,2005-03-24
20050324,15,,2005-03-24
20050325,15,,2005-03-25
20050326,15,balfg001,2005-03-26
20050326,60,kubej002,2005-03-26
20050327,60,yatet001,2005-03-27
20050328,15,kenna001,2005-03-28
20050328,15,hensm001,2005-03-28
20050328,15,salmt001,2005-03-28
20050328,15,,2005-03-28
20050329,15,rodnf001,2005-03-29
20050330,15,berkl001,2005-03-30
20050330,15,boroj001,2005-03-30
20050330,60,tracs001,2005-03-30
20050330,15,padiv001,2005-03-30
20050330,15,,2005-03-30
20050330,15,diazf001,2005-03-30
20050331,15,,2005-03-31
20050331,60,jacob002,2005-03-31
20050331,15,snelc001,2005-03-31
20050401,15,lillt001,2005-04-01
20050401,15,gagne001,2005-04-01
20050401,60,sorir001,2005-04-01
20050401,15,riedj001,2005-04-01
20050401,15,spoot001,2005-04-01
20050401,15,grimj001,2005-04-01
20050401,15,ainsk001,2005-04-01
20050401,15,,2005-04-01
20050401,60,vanbj001,2005-04-01
20050401,15,schic002,2005-04-01
20050401,15,millw001,2005-04-01
20050401,15,trubc001,2005-04-01
20050401,15,sulls001,2005-04-01
20050402,15,escok001,2005-04-02
20050402,15,bradc001,2005-04-02
20050402,15,,2005-04-02
20050402,15,lincm001,2005-04-02
20050402,15,nunef001,2005-04-02
20050402,15,cashk001,2005-04-02
20050402,15,baldr001,2005-04-02
20050402,15,gil-j001,2005-04-02
20050402,15,valvj001,2005-04-02
20050402,15,pennb002,2005-04-02
20050402,60,dreid001,2005-04-02
20050402,15,wertj001,2005-04-02
20050402,15,alvaw001,2005-04-02
20050402,15,bondb001,2005-04-02
20050402,15,pinej001,2005-04-02
20050402,15,atchs001,2005-04-02
20050402,15,solea001,2005-04-02
20050402,15,cotah001,2005-04-02
20050402,60,burns001,2005-04-02
20050402,15,ramie004,2005-04-02
20050402,15,colbg001,2005-04-02
20050402,15,benoj001,2005-04-02
20050402,15,astap001,2005-04-02
20050402,15,macha001,2005-04-02
20050402,15,hancj001,2005-04-02
20050402,60,,2005-04-02
20050402,15,hudsl001,2005-04-02
20050402,15,relad001,2005-04-02
20050402,15,lewic001,2005-04-02
20050403,60,salmt001,2005-04-03
20050403,15,priom001,2005-04-03
20050403,60,jacob002,2005-04-03
20050403,15,reesp001,2005-04-03
20050403,60,atchs001,2005-04-03
20050403,15,,2005-04-03
20050403,15,atkig001,2005-04-03
20050404,15,fortb001,2005-04-04
20050404,15,bensk001,2005-04-04
20050404,60,burns001,2005-04-04
20050405,15,,2005-04-05
20050406,15,crosb002,2005-04-06
20050406,15,mohrd001,2005-04-06
20050407,15,,2005-04-07
20050408,15,escok001,2005-04-08
20050408,15,johnc002,2005-04-08
20050408,15,aloum001,2005-04-08
20050408,15,camem001,2005-04-08
20050408,60,beltf001,2005-04-08
20050408,60,,2005-04-08
20050408,15,byrdm001,2005-04-08
20050409,15,aquig001,2005-04-09
20050409,15,madrb001,2005-04-09
20050409,15,,2005-04-09
20050409,15,silvc001,2005-04-09
20050410,15,prinb001,2005-04-10
20050410,15,perea001,2005-04-10
20050411,15,walkt002,2005-04-11
20050411,15,villo001,2005-04-11
20050411,15,knotg001,2005-04-11
20050412,15,pulsb001,2005-04-12
20050412,15,mornj001,2005-04-12
20050413,15,dickr001,2005-04-13
20050413,15,teahm001,2005-04-13
20050414,15,coloj001,2005-04-14
20050414,15,valdi001,2005-04-14
20050415,15,eldrc001,2005-04-15
20050415,15,,2005-04-15
20050416,15,,2005-04-16
20050416,15,affej001,2005-04-16
20050417,15,bukvr001,2005-04-17
20050417,15,,2005-04-17
20050417,15,seayb001,2005-04-17
20050418,15,molib001,2005-04-18
20050418,15,osuna002,2005-04-18
20050418,15,greek002,2005-04-18
20050418,15,sturt001,2005-04-18
20050419,15,hendm001,2005-04-19
20050419,15,,2005-04-19
20050420,60,baldr001,2005-04-20
20050420,15,spies001,2005-04-20
20050420,60,escoa002,2005-04-20
20050420,15,tuckt001,2005-04-20
20050421,15,garcn001,2005-04-21
20050421,15,,2005-04-21
20050422,15,alfoa001,2005-04-22
20050422,15,ishik001,2005-04-22
20050422,60,sulls001,2005-04-22
20050423,15,wrigj002,2005-04-23
20050424,15,desse001,2005-04-24
20050425,15,lewic001,2005-04-25
20050426,15,fox-c001,2005-04-26
20050426,15,welld001,2005-04-26
20050427,15,iztum001,2005-04-27
20050427,15,isrij001,2005-04-27
20050427,15,benia001,2005-04-27
20050427,15,,2005-04-27
20050427,15,schic002,2005-04-27
20050428,60,hensm001,2005-04-28
20050429,15,sheeb001,2005-04-29
20050430,15,motag001,2005-04-30
20050430,60,spoot001,2005-04-30
20050430,15,gloar001,2005-04-30
20050501,15,merll001,2005-05-01
20050501,15,almac001,2005-05-01
20050501,15,,2005-05-01
20050502,60,bradc001,2005-05-02
20050502,15,swisn001,2005-05-02
20050502,15,woodk002,2005-05-02
20050502,60,benia001,2005-05-02
20050502,15,eiscj001,2005-05-02
20050502,60,guzmf001,2005-05-02
20050502,15,blumg001,2005-05-02
20050502,15,snydk001,2005-05-02
20050502,15,lee-t002,2005-05-02
20050503,60,eiscj001,2005-05-03
20050503,15,,2005-05-03
20050503,15,thomj002,2005-05-03
20050503,15,loftk001,2005-05-03
20050504,15,,2005-05-04
20050504,60,reesp001,2005-05-04
20050504,15,willw001,2005-05-04
20050505,60,wilsd001,2005-05-05
20050506,60,wilsd001,2005-05-06
20050506,15,worrt001,2005-05-06
20050508,15,zaung001,2005-05-08
20050508,15,,2005-05-08
20050509,15,vidrj001,2005-05-09
20050509,15,reddt001,2005-05-09
20050509,15,webeb001,2005-05-09
20050509,15,penaw001,2005-05-09
20050509,15,,2005-05-09
20050509,15,perct001,2005-05-09
20050510,15,bagwj001,2005-05-10
20050510,15,calek001,2005-05-10
20050510,15,schmj001,2005-05-10
20050510,15,sosas001,2005-05-10
20050510,15,rodrf002,2005-05-10
20050511,15,grybk001,2005-05-11
20050511,60,grimj001,2005-05-11
20050511,15,matol001,2005-05-11
20050511,15,aurir001,2005-05-11
20050511,60,,2005-05-11
20050512,15,escok001,2005-05-12
20050512,60,merll001,2005-05-12
20050512,15,roles001,2005-05-12
20050512,15,levia001,2005-05-12
20050512,15,snydk001,2005-05-12
20050512,15,nunef001,2005-05-12
20050513,15,,2005-05-13
20050513,15,higgb001,2005-05-13
20050513,60,lewic001,2005-05-13
20050514,15,bautd002,2005-05-14
20050515,15,hardr001,2005-05-15
20050515,15,gonzw001,2005-05-15
20050515,15,mateh001,2005-05-15
20050515,15,,2005-05-15
20050516,15,,2005-05-16
20050517,15,thomj005,2005-05-17
20050517,60,fox-c001,2005-05-17
20050518,15,grabj001,2005-05-18
20050518,15,,2005-05-18
20050519,15,koskc001,2005-05-19
20050519,15,peree002,2005-05-19
20050519,15,lyonb003,2005-05-19
20050520,15,doteo001,2005-05-20
20050520,60,bondb001,2005-05-20
20050520,15,grism001,2005-05-20
20050520,60,madrb001,2005-05-20
20050520,60,ainsk001,2005-05-20
20050520,60,stera001,2005-05-20
20050520,15,mirad001,2005-05-20
20050521,60,prinb001,2005-05-21
20050521,15,,2005-05-21
20050521,15,bedae001,2005-05-21
20050522,15,hammj001,2005-05-22
20050522,15,harvk001,2005-05-22
20050522,15,herno001,2005-05-22
20050523,15,,2005-05-23
20050523,60,,2005-05-23
20050523,15,pereo001,2005-05-23
20050524,15,lorem001,2005-05-24
20050525,15,remlm001,2005-05-25
20050525,15,,2005-05-25
20050525,15,lopej002,2005-05-25
20050525,60,hancj001,2005-05-25
20050525,15,wilsp001,2005-05-25
20050526,15,millk004,2005-05-26
20050526,15,raucj001,2005-05-26
20050526,60,,2005-05-26
20050526,15,bedae001,2005-05-26
20050526,15,milea001,2005-05-26
20050526,15,miend001,2005-05-26
20050527,15,durae001,2005-05-27
20050527,15,bakop001,2005-05-27
20050528,15,priom001,2005-05-28
20050528,60,villo001,2005-05-28
20050528,15,bigbl001,2005-05-28
20050529,60,garcn001,2005-05-29
20050530,15,acevj002,2005-05-30
20050530,60,,2005-05-30
20050531,15,pridc001,2005-05-31
20050531,15,day-z001,2005-05-31
20050531,15,rival001,2005-05-31
20050602,15,branr001,2005-06-02
20050602,15,,2005-06-02
20050602,15,koo-d001,2005-06-02
20050602,15,puntn001,2005-06-02
20050603,15,bradm001,2005-06-03
20050604,15,,2005-06-04
20050604,60,gil-j001,2005-06-04
20050605,15,leder001,2005-06-05
20050605,60,balfg001,2005-06-05
20050606,15,jonec004,2005-06-06
20050606,15,ceder001,2005-06-06
20050606,15,alvaw001,2005-06-06
20050606,60,almac001,2005-06-06
20050606,15,greet003,2005-06-06
20050606,60,barmc001,2005-06-06
20050608,15,peree002,2005-06-08
20050608,15,terrl001,2005-06-08
20050608,15,mahar001,2005-06-08
20050610,15,escok001,2005-06-10
20050610,15,regin001,2005-06-10
20050610,15,hollm001,2005-06-10
20050611,60,,2005-06-11
20050611,15,diazm003,2005-06-11
20050611,15,stems001,2005-06-11
20050612,15,coloj001,2005-06-12
20050612,60,lyonb003,2005-06-12
20050612,60,aquig001,2005-06-12
20050612,15,benoj001,2005-06-12
20050613,15,millt002,2005-06-13
20050613,15,alfoe001,2005-06-13
20050613,15,grism001,2005-06-13
20050613,15,wolfr001,2005-06-13
20050614,15,guilc001,2005-06-14
20050614,60,knotg001,2005-06-14
20050614,15,sancr001,2005-06-14
20050615,15,gagne001,2005-06-15
20050615,15,cairm001,2005-06-15
20050616,15,hudst001,2005-06-16
20050617,15,hawkl001,2005-06-17
20050617,15,beckj002,2005-06-17
20050617,15,kensl001,2005-06-17
20050617,15,nealb001,2005-06-17
20050617,15,aberb001,2005-06-17
20050617,15,,2005-06-17
20050617,60,wilsp001,2005-06-17
20050618,15,quinh001,2005-06-18
20050618,15,ortir001,2005-06-18
20050618,15,matsk001,2005-06-18
20050618,15,tuckt001,2005-06-18
20050619,15,herno001,2005-06-19
20050620,15,lopel003,2005-06-20
20050620,15,burga001,2005-06-20
20050620,15,affej001,2005-06-20
20050620,15,sweem002,2005-06-20
20050621,15,matsk001,2005-06-21
20050621,60,harvk001,2005-06-21
20050622,15,finls001,2005-06-22
20050622,15,surhb001,2005-06-22
20050622,15,,2005-06-22
20050623,60,alfoa001,2005-06-23
20050623,15,,2005-06-23
20050624,15,cirij001,2005-06-24
20050624,15,grism001,2005-06-24
20050624,15,kellk001,2005-06-24
20050625,60,lopel003,2005-06-25
20050625,15,freer001,2005-06-25
20050626,15,miend001,2005-06-26
20050626,15,nevip001,2005-06-26
20050626,15,keisr001,2005-06-26
20050626,60,wrigj002,2005-06-26
20050628,15,pereo002,2005-06-28
20050629,15,willg003,2005-06-29
20050630,15,churr001,2005-06-30
